address,Year_built,Beds,Baths,Sqft,Lotsize,Price,Link
"
25532 W CROWN KING Road,
    
Buckeye,

Maricopa County,

AZ
85326",6269850,3,3,"2,485","Contemporary, Contemporary","
                $375,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Westpark/25532-W-CROWN-KING-Road/109756949.html
"
5293 S Tierra Linda Drive,
    
Fort Mohave,

Mohave County,

AZ
86426",984524,4,2,"1,547",Site built 1 Story,"
                $369,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mohave-County/Fort-Mohave/5293-S-Tierra-Linda-Drive/109752120.html
"
10180 E Larkspur Drive,
    
Scottsdale,

Maricopa County,

AZ
85260",6260334,4,3,"2,748","Ranch, Ranch","
                $1,550,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Horizons/10180-E-Larkspur-Drive/109756659.html
"
1949 E STACEY Road,
    
Queen Creek,

Maricopa County,

AZ
85142",2013,5,3,"2,121",0.175 Ac,"
                $550,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Chandler-Heights/1949-E-STACEY-Road/109759172.html
"
35526 E Peregrine Place,
    
Tucson,

Pinal County,

AZ
85739",22119094,2,3,"2,578",Southwestern,"
                $699,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/35526-E-Peregrine-Place/109776890.html
"
125 N 22nd Place #93 --,
    
Mesa,

Maricopa County,

AZ
85213",6257243,3,2,"1,302","Ranch, Ranch","
                $339,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Meadowgreen/125-N-22nd-Place-93-/109756621.html
"
14573 W LAJOLLA Drive,
    
Litchfield Park,

Maricopa County,

AZ
85340",6263687,5,6,"3,919","Spanish, Spanish","
                $899,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Litchfield-Park/14573-W-LAJOLLA-Drive/109756783.html
"
10844 W MEADE Drive,
    
Sun City,

Maricopa County,

AZ
85351",6267714,2,1,"1,235","Ranch, Ranch","
                $325,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/10844-W-MEADE-Drive/109757053.html
"
14138 E PEAK VIEW Road,
    
Scottsdale,

Maricopa County,

AZ
85262",1997,4,4,"6,000",8 Ac,"
                $2,500,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Sunrise-Desert-Vistas/14138-E-PEAK-VIEW-Road/109759157.html
"
10426 W ILLINI Street,
    
Tolleson,

Maricopa County,

AZ
85353",2007,4,2,"2,258",0.145 Ac,"
                $410,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tolleson/10426-W-ILLINI-Street/109756672.html
"
341 W Shady Glenn Drive,
    
Williams,

Coconino County,

AZ
86320",1040736,3,2,"1,440",Double Wide,"
                $100,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Williams-CCD/Greater-Valle/341-W-Shady-Glenn-Drive/109774105.html
"
19615 W SOLANO Drive,
    
Buckeye,

Maricopa County,

AZ
85326",2016,4,4,"2,247",0.137 Ac,"
                $425,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sundance/19615-W-SOLANO-Drive/109757070.html
"
3775 E HANS Drive,
    
Gilbert,

Maricopa County,

AZ
85296",2014,3,3,"1,961",0.091 Ac,"
                $460,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Greenfield-Lakes/3775-E-HANS-Drive/109759135.html
"
317 E 4TH Street,
    
Casa Grande,

Pinal County,

AZ
85122",1975,2,1,"1,326",0.133 Ac,"
                $199,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/317-E-4TH-Street/109756660.html
"
23605 N 24TH Terrace,
    
Phoenix,

Maricopa County,

AZ
85024",2007,6,4,"3,958",0.148 Ac,"
                $689,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Desert-View/23605-N-24TH-Terrace/109759342.html
"
28864 N Pamela Drive,
    
Queen Creek,

Pinal County,

AZ
85142",6217258,4,3,"3,025","Ranch, Ranch","
                $749,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/28864-N-Pamela-Drive/109757019.html
"
16922 N VERDE Place,
    
Maricopa,

Pinal County,

AZ
85138",2018,4,2,"1,911",0.181 Ac,"
                $359,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/16922-N-VERDE-Place/109756626.html
"
440 Cabaret Street,
    
Prescott,

Yavapai County,

AZ
86301",1040735,3,3,"1,994","Contemporary, Contemporary","
                $791,500 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/440-Cabaret-Street/109774104.html
"
4311 N 17th Avenue,
    
Phoenix,

Maricopa County,

AZ
85015","
                                ",3,1,"1,500",1948,"
                $370,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/4311-N-17th-Avenue/109726795.html
"
2302 W DEL CAMPO Circle,
    
Mesa,

Maricopa County,

AZ
85202",1970,4,2,"1,903",0.203 Ac,"
                $470,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Powell-Estates/2302-W-DEL-CAMPO-Circle/109757013.html
"
321 E CLAREMONT Street,
    
Phoenix,

Maricopa County,

AZ
85012",6269020,4,5,"3,656","Contemporary, Contemporary","
                $1,900,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/321-E-CLAREMONT-Street/109756937.html
"
21682 N 53rd Drive ,
    
Glendale,

Maricopa County,

AZ
85308","
                                ",4,3.5,"3,855",1997,"
                $949,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/21682-N-53rd-Drive-/109727378.html
"
14230 W VOLTAIRE Street,
    
Surprise,

Maricopa County,

AZ
85379",2020,3,2,"1,324",0.083 Ac,"
                $385,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Mountain-Gate/14230-W-VOLTAIRE-Street/109756715.html
"
9250 E Charlotte Place,
    
Tucson,

Pima County,

AZ
85710",22118043,4,4,"3,244",Southwestern,"
                $550,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Harrison-East-South/9250-E-Charlotte-Place/109213304.html
"
3749 E DULCIANA Avenue,
    
Mesa,

Maricopa County,

AZ
85206",1984,4,2,"1,500",0.216 Ac,"
                $390,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Meadowgreen/3749-E-DULCIANA-Avenue/109759292.html
"
7896 S DATELAND Drive,
    
Tempe,

Maricopa County,

AZ
85284",1999,3,3,"2,628",0.271 Ac,"
                $720,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Sandahl/7896-S-DATELAND-Drive/109759169.html
"
39100 W Habu Drive,
    
Ash Fork,

Yavapai County,

AZ
86337",2004,3,2,"1,568",34.542 Ac,"
                $322,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Ash-Fork-CCD/39100-W-Habu-Drive/109759236.html
"
19051 S 211TH Way,
    
Queen Creek,

Maricopa County,

AZ
85142",6268986,4,3,"2,770","Ranch, Ranch","
                $650,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Ellsworth/19051-S-211TH-Way/109756917.html
"
978 Heather Lane,
    
Chino Valley,

Yavapai County,

AZ
86323",1040472,4,2,"2,286","Ranch, Ranch","
                $595,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Chino-Valley/978-Heather-Lane/109317832.html
"
21616 S CRISMON Road,
    
Queen Creek,

Maricopa County,

AZ
85142",1985,3,2,"3,644",0.9 Ac,"
                $1,600,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Queenland-Manor/21616-S-CRISMON-Road/109756737.html
"
20565 W NELSON Place,
    
Buckeye,

Maricopa County,

AZ
85396",6269527,3,2,"1,623","Spanish, Spanish","
                $390,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Verrado/20565-W-NELSON-Place/109756987.html
"
1009 Riata Valley Circle,
    
Kingman,

Mohave County,

AZ
86409",984460,3,3,"2,692",Site built 1 Story,"
                $478,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/1009-Riata-Valley-Circle/109752152.html
"
7733 E BUTEO Drive,
    
Scottsdale,

Maricopa County,

AZ
85255",1998,5,3,"2,599",0.171 Ac,"
                $799,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Grayhawk/7733-E-BUTEO-Drive/109759238.html
"
4320 E HARVARD Avenue,
    
Gilbert,

Maricopa County,

AZ
85234",1989,3,2,"1,725",0.157 Ac,"
                $449,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Towne-Meadows/4320-E-HARVARD-Avenue/109756978.html
"
6601 W LARIAT Lane,
    
Phoenix,

Maricopa County,

AZ
85083",6269217,4,3,"2,104","Contemporary, Contemporary","
                $499,082 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Stetson-Valley/6601-W-LARIAT-Lane/109756834.html
"
1205 Hillview Cir,
    
Lake Havasu City,

Mohave County,

AZ
86403",2004,3,2,"1,775",0.26 Ac,"
                $625,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/1205-Hillview-Cir/109769082.html
"
1417 E BERRIDGE Lane,
    
Phoenix,

Maricopa County,

AZ
85014",6203363,4,2,"2,043","Ranch, Ranch","
                $599,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/1417-E-BERRIDGE-Lane/109756939.html
"
9017 E Nacoma Drive,
    
Sun Lakes,

Maricopa County,

AZ
85248",6270525,3,2,"2,250","Ranch, Ranch","
                $575,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/9017-E-Nacoma-Drive/109756698.html
"
6512 W Whispering Windmill Lane,
    
Marana,

Pima County,

AZ
85658",22117348,4,3,"3,047","Contemporary, Contemporary","
                $700,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Marana-CCD/6512-W-Whispering-Windmill-Lane/108715450.html
"
2584 Climbing Rock Lane,
    
Bullhead City,

Mohave County,

AZ
86442",2021,2,3,"1,903",Site built 1 Story,"
                $394,135 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2584-Climbing-Rock-Lane/109752118.html
"
1100 W CHIMES TOWER Drive,
    
Casa Grande,

Pinal County,

AZ
85122",2021,4,2,"2,122",0.212 Ac,"
                $378,590 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/1100-W-CHIMES-TOWER-Drive/109756770.html
"
1904 E Leisure Lane,
    
Fort Mohave,

Mohave County,

AZ
86426",984463,2,2,"1,434",Site built 1 Story,"
                $259,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mohave-County/Fort-Mohave/1904-E-Leisure-Lane/109752119.html
"
14138 E PEAK VIEW Road,
    
Scottsdale,

Maricopa County,

AZ
85262",1997,4,4,"6,000",13 Ac,"
                $3,000,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Sunrise-Desert-Vistas/14138-E-PEAK-VIEW-Road/109756963.html
"
16437 E NICKLAUS Drive,
    
Fountain Hills,

Maricopa County,

AZ
85268",6266489,3,4,"3,461","Spanish, Spanish","
                $832,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Fountain-Hills/Firerock/16437-E-NICKLAUS-Drive/109759349.html
"
1541 E FLOWER Circle,
    
Mesa,

Maricopa County,

AZ
85204",1974,3,2,"1,788",0.181 Ac,"
                $349,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Powell-Estates/1541-E-FLOWER-Circle/109756671.html
"
5050 N 2ND Street,
    
Phoenix,

Maricopa County,

AZ
85012",1924,5,5,"4,486",0.334 Ac,"
                $2,000,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/5050-N-2ND-Street/109756544.html
"
30427 N 42ND Place,
    
Cave Creek,

Maricopa County,

AZ
85331",6270379,3,3,"1,674",Santa Barbara/Tuscan,"
                $440,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Cave-Creek/30427-N-42ND-Place/109756969.html
"
4809 W Candleberry Way,
    
Tortolita,

Pima County,

AZ
85742",22118647,3,2,"1,582","Contemporary, Contemporary, Ranch","
                $275,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Tortolita/4809-W-Candleberry-Way/109776879.html
"
766 Cherokee Road,
    
Prescott,

Yavapai County,

AZ
86303",1040345,4,4,"2,957","Ranch, Ranch, Walkout Basement","
                $950,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/766-Cherokee-Road/109206491.html
"
8654 E CHERYL Drive,
    
Scottsdale,

Maricopa County,

AZ
85258",6269160,4,3,"2,800","Ranch, Ranch","
                $1,444,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/McCormick-Ranch/8654-E-CHERYL-Drive/109756703.html
"
7211 W Dupont Way,
    
Valencia West,

Pima County,

AZ
85757",22117186,4,3,"2,300","Ranch, Ranch","
                $375,500 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Valencia-West/7211-W-Dupont-Way/108619407.html
"
3018 E WELDON Avenue,
    
Phoenix,

Maricopa County,

AZ
85016",6270474,3,2,"1,995","Spanish, Spanish","
                $675,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Biltmore/3018-E-WELDON-Avenue/109756848.html
"
1310 S OWL Drive,
    
Gilbert,

Maricopa County,

AZ
85296",6270413,3,2,"1,061",Santa Barbara/Tuscan,"
                $310,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Lyons-Gate/1310-S-OWL-Drive/109756733.html
"
383 S Via De Los Campos,
    
Tucson,

Pima County,

AZ
85711",22119241,4,2,"2,288",Santa Barbara,"
                $500,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rosemont-Aledea-Linda/383-S-Via-De-Los-Campos/109776881.html
"
1901 W PERSHING Avenue,
    
Phoenix,

Maricopa County,

AZ
85029",1966,5,3,"2,194",0.25 Ac,"
                $499,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/North-Mountain-Village/1901-W-PERSHING-Avenue/109757015.html
"
14620 E. Diamond Sky Trail ,
    
Mingus Mountain,

Yavapai County,

AZ
86315","
                                ",3,3,"2,471",2017,"
                $898,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Mingus-Mountain/Woodchute-Mountain/14620-E-Diamond-Sky-Trail-/109727427.html
"
41378 W GRANADA Drive,
    
Maricopa,

Pinal County,

AZ
85138",6266965,4,3,"2,463",Santa Barbara/Tuscan,"
                $370,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/41378-W-GRANADA-Drive/109759295.html
"
8536 Antelope Drive,
    
White Mountain Lake,

Navajo County,

AZ
85901",236404,5,2,"1,825",Single Level,"
                $350,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/White-Mountain-Lake/8536-Antelope-Drive/109752435.html
"
3301 S GOLDFIELD Road 6059,
    
Apache Junction,

Pinal County,

AZ
85119",6252198,2,2,"1,399","Ranch, Ranch","
                $179,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Apache-Junction/3301-S-GOLDFIELD-Road/108005869.html
"
3555 Red Cloud Dr,
    
Lake Havasu City,

Mohave County,

AZ
86406","2, Attached",3,3,"1,517",0.22 Ac,"
                $500,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/3555-Red-Cloud-Dr/109453814.html
"
11201 N El Mirage Rd,
    
El Mirage,

Maricopa County,

AZ
85335",60.00ft x 90.00ft,2,1,600,0.124 Ac,"
                $26,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/11201-N-El-Mirage-Rd/105579131.html
"
29217 S Sage Ave B205,
    
Wellton,

Yuma County,

AZ
85356",2005,1,1,704,0.016 Ac,"
                $83,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Wellton-CCD/29217-S-Sage-Ave-B205/109643234.html
"
7525 E. 26th St.,
    
Yuma,

Yuma County,

AZ
85365",2000,4,2,"1,907",0.044 Ac,"
                $309,999 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/7525-E-26th-St/109170349.html
"
7746 E Lavender Loop,
    
Prescott Valley,

Yavapai County,

AZ
86315",1038768,2,3,"1,879","Contemporary, Contemporary","
                $455,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/7746-E-Lavender-Loop/106795039.html
"
2570 Plaza Hermosa,
    
Lake Havasu City,

Mohave County,

AZ
86406",1982,3,4,"4,274",0.389 Ac,"
                $1,395,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2570-Plaza-Hermosa/107082916.html
"
11584 S. Bonnie Ave.,
    
Fortuna Foothills,

Yuma County,

AZ
85367",1982,2,2,960,0.022 Ac,"
                $154,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Fortuna-Foothills/11584-S-Bonnie-Ave/108890043.html
"
703 Quail Run Avenue,
    
Douglas,

Cochise County,

AZ
85607",1987,4,2,"1,514",0.154 Ac,"
                $175,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Douglas/703-Quail-Run-Avenue/106825031.html
"
2496 E PROUTY Lane,
    
Casa Grande,

Pinal County,

AZ
85194",6255633,3,2,"1,653","Ranch, Ranch","
                $485,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/2496-E-PROUTY-Lane/108303525.html
"
38611 N ARMADILLO Drive,
    
San Tan Valley,

Pinal County,

AZ
85140",6268397,3,2,"1,871","Ranch, Ranch","
                $410,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/38611-N-ARMADILLO-Drive/109493149.html
"
8701 E SANDALWOOD Drive,
    
Scottsdale,

Maricopa County,

AZ
85250",6268524,4,2,"1,760","Ranch, Ranch","
                $599,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Indian-Bend/8701-E-SANDALWOOD-Drive/109492880.html
"
28572 E LIGURTA LN,
    
Wellton,

Yuma County,

AZ
85356",2,3,2,"1,440",20212964,"
                $248,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Wellton-CCD/28572-E-LIGURTA-LN/109695611.html
"
11485 N 90TH Way,
    
Scottsdale,

Maricopa County,

AZ
85260",6266445,3,2,"1,508","Ranch, Ranch","
                $630,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Via-Linda-Corridor/11485-N-90TH-Way/109553935.html
"
9230 E ANDORA HILLS Drive,
    
Scottsdale,

Maricopa County,

AZ
85262",6268491,3,4,"4,058","Contemporary, Contemporary","
                $1,495,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Desert-Mountain/9230-E-ANDORA-HILLS-Drive/109493191.html
"
617 E WATSON Drive,
    
Tempe,

Maricopa County,

AZ
85283",6259177,3,2,"1,266","Ranch, Ranch","
                $400,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Pepperwood/617-E-WATSON-Drive/109492709.html
"
5630 S SAGE Way,
    
Gold Canyon,

Pinal County,

AZ
85118",1992,3,2,"2,855",0.162 Ac,"
                $459,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gold-Canyon/5630-S-SAGE-Way/109492739.html
"
422 S Sun Road,
    
Apache Junction,

Pinal County,

AZ
85119",6270173,4,2,"1,843","Santa Fe, Territorial/Santa Fe","
                $619,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Apache-Junction/422-S-Sun-Road/109699322.html
"
378 W EVERGREEN PEAR Avenue,
    
San Tan Valley,

Pinal County,

AZ
85140",6268309,4,3,"2,261",Santa Barbara/Tuscan,"
                $490,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/378-W-EVERGREEN-PEAR-Avenue/109492914.html
"
25413 W PUEBLO Avenue,
    
Buckeye,

Maricopa County,

AZ
85326",6181875,3,2,"1,747","Ranch, Ranch","
                $565,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Westpark/25413-W-PUEBLO-Avenue/109435961.html
"
392 N 20TH Street,
    
Coolidge,

Pinal County,

AZ
85128",2021,4,2,"1,775",0.134 Ac,"
                $324,485 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/392-N-20TH-Street/109614256.html
"
10363 E SUNFLOWER Lane,
    
Florence,

Pinal County,

AZ
85132",6269035,3,2,"1,831","Ranch, Ranch","
                $299,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Florence/10363-E-SUNFLOWER-Lane/109554004.html
"
9870 E JENAN Drive,
    
Scottsdale,

Maricopa County,

AZ
85260",6255719,4,5,"4,050","Ranch, Ranch","
                $3,200,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Cactus-Corridor/9870-E-JENAN-Drive/109551538.html
"
15225 N 77TH Drive,
    
Peoria,

Maricopa County,

AZ
85381",2000,4,4,"2,700",0.231 Ac,"
                $575,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Crown-Point/15225-N-77TH-Drive/109551611.html
"
7279 E 24 LN,
    
Yuma,

Yuma County,

AZ
85365",1,3,2,"1,562",20212752,"
                $295,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/7279-E-24-LN/108963619.html
"
1248 E CLARK Drive,
    
Gilbert,

Maricopa County,

AZ
85297",2006,6,4,"4,046",0.207 Ac,"
                $725,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Estates-at-the-Spectrum/1248-E-CLARK-Drive/109177585.html
"
41971 N MODENA Road,
    
San Tan Valley,

Pinal County,

AZ
85140",2017,3,2,"2,134",0.156 Ac,"
                $450,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/41971-N-MODENA-Road/109177572.html
"
2029 E NUNNELEY Court,
    
Gilbert,

Maricopa County,

AZ
85296",1996,4,2,"1,652",0.169 Ac,"
                $435,500 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Neely/2029-E-NUNNELEY-Court/109590138.html
"
10826 N 83rd St,
    
Scottsdale,

Maricopa County,

AZ
85260","3,387 USD (2020)",6,2,"2,838",1.1 Ac,"
                $950,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/10826-N-83rd-St/107772717.html
"
The Denovan Difference,
    
Lake Havasu City,

Mohave County,

AZ
86403",,,,,"
                                ","
                $1,000,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/The-Denovan-Difference/102755327.html
"
2335 E 11TH Street,
    
Douglas,

Cochise County,

AZ
85607",6258470,3,2,"2,240","Ranch, Ranch","
                $207,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Douglas/2335-E-11TH-Street/108537001.html
"
2893 E PALM BEACH Drive,
    
Chandler,

Maricopa County,

AZ
85249",6268127,4,3,"3,303",Santa Barbara/Tuscan,"
                $630,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Springfield/2893-E-PALM-BEACH-Drive/109553860.html
"
This Is What We Do - Before / After,
    
Lake Havasu City,

Mohave County,

AZ
86403","
                                ",,,,"2, Detached","
                $1,000,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/This-Is-What-We-Do-Before-After/109467923.html
"
11201 N. El Mirage Rd,
    
El Mirage,

Maricopa County,

AZ
85335",60.00ft x 100.00ft,3,2,"1,680",0.138 Ac,"
                $135,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/11201-N-El-Mirage-Rd/101281013.html
"
11201 N. El Mirage Rd.,
    
El Mirage,

Maricopa County,

AZ
85335",50.00ft x 60.00ft,1,1,570,0.069 Ac,"
                $39,500 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/11201-N-El-Mirage-Rd/104420428.html
"
2878 Plaza Del Oro,
    
Lake Havasu City,

Mohave County,

AZ
86406",1017280,4,4,"3,066","Split Level, Split Level","
                $799,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2878-Plaza-Del-Oro/109189801.html
"
1118 E VIA NICOLA --,
    
San Tan Valley,

Pinal County,

AZ
85140",6252029,4,5,"3,418","Ranch, Ranch","
                $700,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/1118-E-VIA-NICOLA-/108011298.html
"
2123 E Glenmar Drive,
    
Prescott,

Yavapai County,

AZ
86301",1040396,2,2,"1,357","Contemporary, Contemporary, Double Wide","
                $279,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/2123-E-Glenmar-Drive/109206476.html
"
3875 E SABRA Lane,
    
Gilbert,

Maricopa County,

AZ
85296",6264410,3,3,"1,588",Santa Barbara/Tuscan,"
                $410,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Greenfield-Lakes/3875-E-SABRA-Lane/109492981.html
"
863 N Wild Walnut Drive,
    
Prescott Valley,

Yavapai County,

AZ
86327",1039879,1,1,539,"Contemporary, Add on Mfg/Mob, Single Wide, Contemporary","
                $169,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/863-N-Wild-Walnut-Drive/108431439.html
"
653 N Wild Walnut Drive,
    
Prescott Valley,

Yavapai County,

AZ
86327",1040682,2,2,"1,280","Contemporary, Contemporary, Double Wide","
                $244,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/653-N-Wild-Walnut-Drive/109596708.html
"
1560 Donamire Circle,
    
Prescott,

Yavapai County,

AZ
86301",1039362,3,2,"2,431","Contemporary, Contemporary, Ranch","
                $776,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1560-Donamire-Circle/107717163.html
"
17271 N 169TH Drive,
    
Surprise,

Maricopa County,

AZ
85374",2005,5,3,"1,818",0.134 Ac,"
                $430,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Bell-West-Ranch/17271-N-169TH-Drive/109492797.html
"
851 N Rush Street,
    
Chandler,

Maricopa County,

AZ
85226",6268766,3,2,"1,715","Ranch, Ranch","
                $489,000 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Twelve-Oaks/851-N-Rush-Street/109551412.html
"
425 S 7th Street,
    
Williams,

Coconino County,

AZ
86046",186788,2,1,"1,346",Single Level,"
                $319,900 USD
            ",https://www.point2homes.com/US/Home-For-Sale/AZ/Williams-CCD/425-S-7th-Street/109655223.html
